SA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,LAD18CD,LAD18NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID
N00003557,8c3,Renting Hard-Pressed Workers,95TT06W1,Gulladuff,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3895
N00003558,1a1,Rural Workers and Families,95TT06W1,Gulladuff,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3896
N00003559,1b1,Rural Life,95TT06W1,Gulladuff,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3897
N00003560,1a1,Rural Workers and Families,95TT06W1,Gulladuff,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3898
N00003561,1a1,Rural Workers and Families,95TT06W1,Gulladuff,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3899
N00003562,1a2,Established Farming Communities,95TT06W1,Gulladuff,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3900
N00002766,1a1,Rural Workers and Families,95NN20W1,Seaforde,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3901
N00002767,1a2,Established Farming Communities,95NN20W1,Seaforde,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3902
N00002768,1b3,Ageing Rural Flat Tenants,95NN20W1,Seaforde,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3903
N00002769,1a3,Agricultural Communities,95NN20W1,Seaforde,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3904
N00002770,1a1,Rural Workers and Families,95NN20W1,Seaforde,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3905
N00002771,8c2,Ageing Rural Industry Workers,95NN21W1,Shimna,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3906
N00002772,1b3,Ageing Rural Flat Tenants,95NN21W1,Shimna,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3907
N00002773,8c3,Renting Hard-Pressed Workers,95NN21W1,Shimna,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3908
N00002774,5b3,Self-Sufficient Retirement,95NN21W1,Shimna,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3909
N00002775,6a4,Ageing in Suburbia,95NN21W1,Shimna,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3910
N00002776,6a3,Detached Retirement Living,95NN21W1,Shimna,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3911
N00002777,8c2,Ageing Rural Industry Workers,95NN21W1,Shimna,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3912
N00002778,5b2,Communal Retirement,95NN21W1,Shimna,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3913
N00002779,1a1,Rural Workers and Families,95NN22W1,Strangford,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3914
N00002780,8c2,Ageing Rural Industry Workers,95NN22W1,Strangford,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3915
N00002781,1b2,Rural White-Collar Workers,95NN22W1,Strangford,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3916
N00002782,1b1,Rural Life,95NN22W1,Strangford,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3917
N00002783,6a3,Detached Retirement Living,95NN22W1,Strangford,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3918
N00002784,1a1,Rural Workers and Families,95NN22W1,Strangford,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3919
N00002785,1b1,Rural Life,95NN23S1,Tollymore 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3920
N00002786,1a1,Rural Workers and Families,95NN23S1,Tollymore 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3921
N00002787,1a1,Rural Workers and Families,95NN23S1,Tollymore 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3922
N00002788,1a2,Established Farming Communities,95NN23S2,Tollymore 2,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3923
N00002789,5b2,Communal Retirement,95NN23S2,Tollymore 2,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3924
N00002790,1b1,Rural Life,95NN23S2,Tollymore 2,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3925
N00002791,1a2,Established Farming Communities,95NN23S2,Tollymore 2,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3926
N00003667,1a1,Rural Workers and Families,95VV01S1,Annalong 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3927
N00003668,1b3,Ageing Rural Flat Tenants,95VV01S1,Annalong 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3928
N00003669,1a1,Rural Workers and Families,95VV01S1,Annalong 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3929
N00003670,1a1,Rural Workers and Families,95VV01S1,Annalong 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3930
N00003671,8a2,Industrious Hardship,95VV01S2,Annalong 2,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3931
N00003672,1b1,Rural Life,95VV01S2,Annalong 2,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3932
N00003673,1b1,Rural Life,95VV01S2,Annalong 2,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3933
N00003674,1a1,Rural Workers and Families,95VV01S2,Annalong 2,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3934
N00003675,1b3,Ageing Rural Flat Tenants,95VV01S2,Annalong 2,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3935
N00003676,8a1,Industrious Transitions,95VV02W1,Ballybot,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3936
N00003677,8d1,Young Hard-Pressed Families,95VV02W1,Ballybot,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3937
N00003678,8d3,Hard-Pressed European Settlers,95VV02W1,Ballybot,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3938
N00003679,8c3,Renting Hard-Pressed Workers,95VV02W1,Ballybot,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3939
N00003680,7a2,Hampered Aspiration,95VV02W1,Ballybot,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3940
N00003681,5a3,Families in Terraces and Flats,95VV02W1,Ballybot,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3941
N00003682,7c1,Challenged Transitionaries,95VV02W1,Ballybot,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3942
N00003683,8a1,Industrious Transitions,95VV03W1,Bessbrook,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3943
N00003684,8d1,Young Hard-Pressed Families,95VV03W1,Bessbrook,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3944
N00003685,8a1,Industrious Transitions,95VV03W1,Bessbrook,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3945
N00003686,8a2,Industrious Hardship,95VV03W1,Bessbrook,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3946
N00003687,1b1,Rural Life,95VV03W1,Bessbrook,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3947
N00003688,8a2,Industrious Hardship,95VV03W1,Bessbrook,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3948
N00003689,8d3,Hard-Pressed European Settlers,95VV03W1,Bessbrook,5d,Endeavouring social renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3949
N00003690,1a1,Rural Workers and Families,95VV04W1,Binnian,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3950
N00003691,1a1,Rural Workers and Families,95VV04W1,Binnian,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3951
N00003692,1a1,Rural Workers and Families,95VV04W1,Binnian,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3952
N00003693,1b1,Rural Life,95VV04W1,Binnian,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3953
N00003694,1a1,Rural Workers and Families,95VV04W1,Binnian,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3954
N00003695,1a1,Rural Workers and Families,95VV04W1,Binnian,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3955
N00003696,1a1,Rural Workers and Families,95VV04W1,Binnian,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3956
N00003697,1a1,Rural Workers and Families,95VV05S1,Burren and Kilbroney 1,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3957
N00003698,1a1,Rural Workers and Families,95VV05S1,Burren and Kilbroney 1,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3958
N00003699,6a4,Ageing in Suburbia,95VV05S1,Burren and Kilbroney 1,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3959
N00003700,1b1,Rural Life,95VV05S1,Burren and Kilbroney 1,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3960
N00003701,1a1,Rural Workers and Families,95VV05S2,Burren and Kilbroney 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3961
N00003702,6a2,Comfortable Suburbia,95VV05S2,Burren and Kilbroney 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3962
N00003703,6b2,White Suburban Communities,95VV05S2,Burren and Kilbroney 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3963
N00003704,1b3,Ageing Rural Flat Tenants,95VV05S2,Burren and Kilbroney 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3964
N00003705,5b3,Self-Sufficient Retirement,95VV06W1,Camlough,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3965
N00003706,1b1,Rural Life,95VV06W1,Camlough,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3966
N00003707,1a1,Rural Workers and Families,95VV06W1,Camlough,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3967
N00003708,1a1,Rural Workers and Families,95VV06W1,Camlough,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3968
N00003709,8a1,Industrious Transitions,95VV06W1,Camlough,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3969
N00003710,8a2,Industrious Hardship,95VV06W1,Camlough,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3970
N00003711,1a1,Rural Workers and Families,95VV06W1,Camlough,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3971
N00003712,8a1,Industrious Transitions,95VV07S1,Clonallan 1,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3972
N00003713,8a1,Industrious Transitions,95VV07S1,Clonallan 1,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3973
N00003714,8c3,Renting Hard-Pressed Workers,95VV07S1,Clonallan 1,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3974
N00003715,8a1,Industrious Transitions,95VV07S1,Clonallan 1,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3975
N00003716,8c2,Ageing Rural Industry Workers,95VV07S1,Clonallan 1,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3976
N00003717,5a3,Families in Terraces and Flats,95VV07S1,Clonallan 1,4b,Constrained renters,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3977
N00003718,6b4,Older Workers and Retirement,95VV07S2,Clonallan 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3978
N00003719,6b2,White Suburban Communities,95VV07S2,Clonallan 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3979
N00003720,6b4,Older Workers and Retirement,95VV07S2,Clonallan 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3980
N00003721,1c2,Renting Rural Retirement,95VV08W1,Creggan,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3981
N00003722,1a1,Rural Workers and Families,95VV08W1,Creggan,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3982
N00003723,1a1,Rural Workers and Families,95VV08W1,Creggan,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3983
